Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
2,4,299,0,2,1,6,7,1,2,2,2,2,1,1,0,41342,She is really sweet. Her meow sound is unique. It is the sound of a squeaking door. She really loves the attention of human. She likes to be cuddled. Please adopt her. She really needs a new home.,4,5008
2,18,266,0,2,1,7,0,2,1,2,2,2,2,1,0,41326,Sangat jinak...direscue dari kedai makan kerana jalan terhenjut-henjut...,3,5009
1,4,307,189,1,1,2,0,2,1,3,3,2,1,1,0,41401,"Puppy boy estimate 3-4mths old found at Taman Orkid Desa, Taman Connaught with a purple patches collar + red bone tag and bell. Friendly, adorable and very manja. Please help to share to locate his owner or for adoption. Please please please. You may contact me at Update: Manage to capture a clearer pics of the cute puppy, but found that his hind leg injured.",3,5010
2,24,265,0,2,1,7,0,2,2,1,1,1,1,1,0,41401,"I rescued this cat from Jalan Bukit Pantai, Bangsar last week. She was injured badly but now miraculously recovered FULLY. The thought of just sending her back to the same street gives me a sinking feeling. I desperately need a good home for this cutie pie. She really is a good and well behaved cat. She even does the whole ""kneading"" thing with her paws which is very adorable. Please, please, please adopt her. You may call/message",4,5012
1,2,218,307,2,2,5,7,3,2,1,1,2,1,1,0,41326,We rescued the mother not knowing of her pregnancy. She delivered a litter of 8 seven weeks ago. 3 white/cream n 2 brown. They have been vaccinated (1st dose n dewormed) mother is a terrier and father unknown. We are looking for loving homes for these adorable pups as we can't keep them due to space constraint and local town council rules. They are toilet trained ( in the garden).,1,5013
1,2,307,218,2,1,2,7,2,2,1,1,2,1,2,0,41326,FOR serious adopters only! Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Medical Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.,3,5014
2,2,299,266,1,6,0,0,2,2,2,2,2,1,1,25,41326,Why i call him Optimus Prime? He love to jump and play 24 hours..until stormy get tired and dont want to play with him any more. His favourite sport is wrestling with stormy.,2,5015
1,3,307,0,1,1,2,7,2,1,1,1,1,1,1,0,41326,"Samson was rescued from the pound together with his mother Olive. They were about to be put down if no one came to adopt them. They had distemper but fortunately have recovered after some proper treatments. Samson is very adorable puppy, affectionate and alert, also knows basic commands like sit and down. He is still very playful and loves human attention. He loves his food and you will enjoy seeing him eating his food. We are looking for an adopter or fosterer, no caging or tying up for long hours. If you can give Samson a forever home please call me. Tony",4,5016
2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,30,41326,"Henry is a hyperactive kitten but afraid of feather toys, I don't know why. He'll run away whenever I show him the feather toy. He is litter-trained and on monthly spot on flea protection",1,5017
2,12,292,264,1,2,5,7,2,3,1,1,2,1,1,100,41326,"this poor but handsome cat is a mix of siamese and long hair..he got long hair..very pretty one...it is just days before this, he got some sort of problems with his stomach, so, he turns thin..brought him to vet so, it should not be any problems if he keeps eating kibbles. just sms me if interested. COD in Klang Valley area.",4,5018
2,27,266,0,2,1,6,7,2,1,1,1,1,1,1,0,41326,We rescued her when she was a kitten trying to cross a busy road. She's now a sweet natured & healthy cat. Vaccinated & spayed.,3,5020
2,2,265,0,1,2,7,0,2,2,2,2,2,1,1,0,41332,"The white kittens may be mixed Siamese, the brown one is a mixed tortoiseshell/calico. One of the white kitten is male, the other two are female. Location:Seremban Selangor/KL probably can during weekends. Preferably take them together. They are very healthy, playful, manja kitties. Please adopt soon because the original owner is in too much stress since they already have too many cats to handle.",3,5021
1,24,179,0,2,5,0,0,1,2,1,1,1,1,1,0,41326,"ADOPTION FEE IS AN OPTIONAL CONTRIBUTION TO OUR RESCUE EFFORT. Pearly was surrendered to us by a family who admitted to neglecting her. They often caged her and chained her up, rarely taking her out for walks and providing her with little stimulation. As a result, Pearly needed mental rehabilitation when she came to us. After only a month, Pearly is much more stable and better socialised. She has learned to play with other dogs but does not mix well with dogs (or humans) that are hyperactive or overly excitable. She is timid with strangers but becomes attached to people easily, soon following them all around the house. Pearly must be kept primarily indoors even though she loves daily walks.",1,5025
1,24,307,307,1,4,7,0,3,1,1,1,2,1,1,100,41332,"Brandon was rescued and is currently fostered by Jack. Jack has too many rescued dogs & cannot keep them all. Brandon has night blindness but otherwise he is normal. Those interested in giving him a loving home without chain or caging, please whatsapp Ms Grace Bong tel no:",4,5026
1,3,307,0,2,2,0,0,1,1,1,1,2,1,1,0,41326,"KLANG, Bukit Tinggi area Brownie, strayed into our compound a month ago. She is a very friendly active puppy. Beautiful light brown colour, with nice brown eyes too. Unfortunately I have 2 other grown dogs and they don't get along. Need to find her a forever home. She will be a lovely playmate to anyone's kids.",1,5027
1,2,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41330,"She was the first to bark among her 4 siblings. Her mom give birth to 4 puppy, two die, one lost and she is very lonely. We would like a find her a forever home. TOP 10 REASON TO ADOPT A BLACK DOG 1. A black dog is just as loving ,loyal and trustworth as white, brown, or yellow dog. 2. Black dog hair is invisible when stuck to your black wool coat. 3. Black dog is combination of every colour in the spectrum, so you actually have a dog who is blue,green , red,etc. 4. Black dog look presentable on any formal occasion. 5.Black dog goes with everything & always coordinated with your outfit. 6. Black dog NEVER LOOK DIRTY. 7.Black dog excel at nite time games of hide & seek. 8. Black dog make you appear thinner. 9. Black dog absort heat-perfect for cudding on a cool day. 10. Black dog scar ghost away.",2,5029
2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,Super hyperactive and behaves like a thug. Definitely a cutie to put a smile on your face,1,5030
1,3,307,0,2,1,2,7,2,1,1,1,3,1,3,0,41326,Puppies has been fostered since they are 1 month old. Very active and healthy pups,2,5031
1,7,307,0,2,1,2,5,2,1,2,2,1,1,1,0,41326,The owner does not want her anymore and wanted to dump her but then she was given a second chance and she is also spayed. She can be a lovely companion and she'll definitely love you and your family for giving her that chance. Lester Jenny Will you adopt her?,3,5032
1,24,307,109,2,2,0,0,3,2,1,2,1,1,1,0,41336,"This mix breed golden n shepherd,female 2 years was lost,it could belongs to some pet owners,cos,it is sterlised.The dog come to our house,to play with our pet dog,poodle.For past 12 month,I took her in,give food ,bathe,leashed for a walk.She is well trained,dog,strong ,n in good health,no sickness fall upon her.Now, cos Muslim committe n the MPJPT ,we are not allowed to keep 2 dogs,n want to take away n killed the dog.Urgent,anyone please this. Good homes,she is not a stray dog,friendly to adults,n children's,she is mix breed more ,golden retrievers ,than ashepherd,with big strong bones n body.",4,5033
1,61,122,122,2,2,3,0,3,3,1,1,1,1,1,0,41326,"Attended obedient class with flying colours. Toilet trained. Beautiful dog with its chestnut silky coat. Has no aggression, this charming and intelligent dog welcome everyone.",3,5034
2,1,266,0,3,6,7,0,2,1,2,2,2,1,2,0,41326,We found 2 abandoned litters. Very tiny and fragile. Urgently looking for adopters. Please help.,3,5035
1,3,307,0,1,2,3,0,2,1,1,1,3,2,1,0,41326,"This puppy is rescued from Gasing Hill, when we found it, the back of the skin was ripped off and we took it to the vet immediately, the wound is now a lot better and it needs a home. so any kind person who in interested in adopting a puppy please contact me. it is a very cute puppy. 24/8/15** update, his wound has fully recovered and is a healthy puppy!",4,5036
2,8,268,266,1,7,0,0,2,1,1,1,1,1,2,0,41326,"- His name is CASPER like the friendly ghost. He has a brother named Demetri. His a PURE ALBINO cat ( which only has a population of 2% in the whole world ) Has a pink eyes + nose with pink salmon skin. Since his very rare, Casper is very sensitive to light. So his ONLY suitable to be an indoor baby. - His very calm, toilet trained and he eats & drinks well. He has never been ill before. Most importantly Casper has been neutered, so rest well new owner. He love to be with others. Let he come to trust u, then he'll cling to u more often - His still a baby, not even a year OLD. So kitten food is recommended. Just until he reach 1 year old soon. - He loves to play. Love to be around others. Always looking TOO ADORABLE. - Reason to let go: i'm moving to a new places that DOESN'T ALLOW me to bring the boys. So it breaks my heart to actually undergo this process. I hope to find them a new loving parents. - For more info - Contact me : Nyuu - Pick up around Shah Alam area.",2,5041
2,6,266,0,1,6,0,0,2,2,1,3,1,1,1,0,41326,"Hi all.. Thanks to the very loving and kind Cell, Meyer has found a forever home. Also thanks to fosterer, Lynette who made sure that Meyer is ""READY"" before moving in with his new family. Another happy ending for a sweetie pie!!",1,5042
2,1,266,0,1,7,0,0,2,1,2,1,2,1,1,0,41401,"Hi everyone! My name is Pinky and i'm about 3 weeks old now. My foster mummy Lyn found me all alone in the driveway of a vacant house on jalan sri hartamas 2 on saturday september 12 after receiving a phonecall about an abandoned kitten. I was curled up in a tight ball and didn't move when she touched me and spoke to me. I was covered in filth and looked dead. The lady that called her about me told her that my siblings and cat mummy used to all live in that empty house together but then my mummy moved away and took my siblings with her.. i think she forgot about me. the people in the house next door watched and waited for her to come back but she didnt.. that's when they called for help because they knew i was dying. I have been with my foster mummy for almost 2 weeks now and i'm feeling much better though i haven't grown much. I'm still too thin and i don't like the kitten milk formula very much. I really hate the milk bottle so i have to be syringe fed for now. I hope my teeth grow soon so I can start eating yummy canned kitten food and kibble! Mummy Lyn wants to keep me forever but she can't coz she has soooo many pets now. I hope someone will adopt me and love me like she does. I should be able to go to my new home in about 3 to 4 weeks, once i am completely weaned and litter trained. Mummy lyn wants me to be healthy, so my new parents will have to pay for my vaccinations and they must neuter me because there are already too many homeless hungry kittens like me struggling in the streets and suffering.. For adoption to a safe and loving home. Preferably INDOOR only. Vaccinations and neutering at 6 months are COMPULSORY. NO CAGE CONFINEMENT please unless during instances of illness or injury. Adoption procedure: - Set up a meeting with me and Pinky. - See if potential adopter and Pinky are suitable for each other. I will ask some questions to make sure adopter is suitable. - Succesful adopter will then have to meet us at my vet in order to get Pinky vaccinated before being able to take Pinky home. Cost of vaccination and neutering to be borne by adopter. - I might occasionally ask adopter for updates to see how Pinky is doing. Interested parties can sms, or email me. Serious enquiries only please. A description of yourself and your experience with cats is greatly appreciated. UPDATE: Pinky started eating Hill's prescription diet A/D yesterday (/09)through a syringe. He used the litter box for the first time by himself on /09. We're so pleased!",2,5043
2,1,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,"Mel Mel meow the whole night and we couldn't believe our eyes when we found furry surprise hidden in our car bonnet the next day morning. Mel Mel is healthy and happy. She is always purring, loves to play and run around. Cats make wonderful pets. They just need a forever home. Are you the person who can provide that for Mel Mel kitten? Please let me know if you'd like to meet her! Thank you :)",4,5044
2,1,241,0,2,7,0,0,2,2,2,2,2,1,1,0,41401,"Hi here is a cute kitty i found on the road , i found it so adorable so i decided to give her a home. anyone willing to adopt this cute kitty plz call me  this kitty still needed to feed milk",1,5045
1,1,307,307,2,2,7,0,2,1,2,3,2,1,1,0,41326,Please adopt & save!,1,5046
1,2,307,0,2,1,2,7,2,1,1,1,2,1,4,0,41326,"Their mother is an adorable mixed breed, quite long fur... she gave birth to this litter at my friends condo, under the staircase. would some kind soul like to adopt them and give them a good home, love and feed them well. thanks so much and god bless.",3,5047
1,3,307,0,3,3,4,5,2,2,2,2,2,1,6,50,41326,6 cute puppies for adoption. Very playful and shy. The fee paid will be given to the auntie who has been taking care of them since three months ago.,4,5048
2,2,264,265,2,1,3,7,2,3,2,1,2,1,1,50,41326,"Adorable domestic long hair kitten looking for new home. She was rescued by Shaila from Subang. She is a calico kitten (with tri-colour: white, orange & black). She is about 2 months old now. She has beautiful, thick, long hair with big, round eyes. She is eating wet food (canned fish) and kibbles now. She is healthy, very active and playful. She is under toilet training (potty) now & could be let go soon. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",0,5049
1,10,307,0,2,1,2,0,1,1,1,1,1,1,1,0,41326,She is a very adorable girl . Small in size and her legs are short . A real sweetie looking for a good home,3,5050
2,3,266,0,1,1,7,0,1,1,2,1,1,1,1,0,41401,Young and gentle,3,5052
1,12,179,0,1,1,0,0,1,1,1,1,2,1,1,300,41326,Breed : Toy Poodle Age : 1 years old Gender : Male Available Color / Marking : Black MKA : X Microchip : X Price : RM Vaccinated & derwormed,4,5053
2,1,266,0,3,1,6,7,1,1,2,2,2,1,3,0,41401,Urgent adoption needed! 1 1/2 months. 1st : Grey- good looking male 2nd : Black & white- Male 3rd : all white- face a pretty grey shape-female Totally think these 3 kittens( this base) are all looking good!.)I feed them (with d mom cat-) since they are born. P/S:**PRIORITY only given 1st to adopters who willing to adopt at least 2 miaos. 3 would be Purrrfect but I know very hard to find. I ll accept If only take 1 but must wait after I pick the 1st adopter(who can take 2).These sibling kittens are always stick to each others & play together so i really feel sad if separate all 3! Please contact me if you are interested! Ms Cathy Lee Text & watapps. They deserve a loving family!! Thanks. FYI I'm staying at Wangsa Maju & I already hav 1 adult cat.3 years.,1,5054
1,2,307,103,2,1,2,0,2,1,1,1,2,1,1,0,41326,FOR serious adopters only! Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Medical Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.,2,5055
2,2,266,0,3,1,2,3,1,1,1,1,1,1,5,100,41326,"22 JAN • Kitten are ready for adoption :) Condition: • Both 4 kitten & Cat Mama Discharge from Bandar Mahkota Cheras veterinary • Both 4 kitten Skin infection 10 days antibiotic done, getting better, vaccinated (1st dose) • Cat mama Skin infection 10 days antibiotic done, spayed and vaccinated (1st dose), getting better, several worn spotted after rescue, still need to KIV. 12 JAN • Both 4 kitten & Cat Mama Boarded at Bandar Mahkota Cheras veterinary -------------------------------------------------- These 4 kittens & Cat mama were found nearby my house area. Status / Description of Kitten & Cat Mama: Kitten & cat mama was in Bad condition when me & my wife found them yesterday at bandar Mahkota Cheras 12 JAN . They having serious fungus infection probably cause by flea. Over hundred of flea on these poor little one body :( Me and my wife already bring them to the nearest clinic for treatment. Will Vaccine and Dewormed depend on condition probably next week, need to KIV for few days, they are currently boarded at Bandar Mahkota Cheras veterinary. Kitten is about 6 weeks old, Cat mama about 2 years old. Conditions for adoption: 1. To be indoor-only cats. This is to prevent any unfortunate incidents like being hit by vehicles or attacked by humans or other animals. 2. Kittens to be spayed/neutered when they are 5-6 months. Those who are interested to adopt the kittens MUST commit to spaying or neutering them when they reach minimum age because this is the only way to control our stray cat population. 3. Ensure regular vaccinations as per your vet's advise, and medical attention when necessary. 4. To be willing to provide regular updates on their progress during the first 3 months or until they are spayed/neutered. Procedures to be taken care of by me prior to their adoption: *De-flea, deworm, vaccinate (1st dose) I cannot stress enough the importance of neutering and spaying of pets to prevent unwanted litters and ultimately, controlling the stray population. As such, only potential adopters who believe in spaying/neutering their pets OR those who are willing to learn about spaying/neutering will be considered. They will be ready for adoption after they settle down, but I will screen potential adopters now. kittens can be adopted individually or together, I can deliver them to their new home within KL / Klang Valley Area. Please help to share around with your friend, any other rescue community platform will be fine, help them to find a forever home ! Serious adopters only. Kindly contact me ASAP via email, SMS or whatsapp for who are interested. I will contact you as soon as I can. Thank you!",4,5056
2,1,266,0,2,3,0,0,2,1,2,1,2,1,2,0,41326,Abandoned by people.,2,5057
1,4,307,0,2,1,7,0,2,2,2,1,2,1,2,0,41326,"We are cheeky sisters ... We were found wandering aimlessly without our mama at damansara perdana. Since no one taught us our basic abc's abt crossing roads our nanny took us back for some schooling on road safety. She still doesn't feel we are smart enough (I wonder why) or big enough to face the world on our own so she's asking for angels out there to give us a good home... We promise you we will be smarter than our nanny someday, meanwhile we have lots of love and entertaining antics for you... Make us a part of your family. If not pls help to share abt us to your friends looking for a furbaby. ❤️- Lily & Rose. PS - Rose is the black tri- colored puppy with a white heart on her back. Lily is the white tri-coloured puppy with black spotty undergarments. They are abt 4 myths old. Vaccination completed. I can be contactable via whatsapp at",4,5058
2,4,266,0,1,7,0,0,2,1,2,2,2,1,1,0,41326,- Active - Playfull - Manja,1,5059
1,2,173,307,3,1,0,0,2,1,2,1,2,1,3,200,41401,"My 1 year Pit Bull Terrier recently gave birth to 3 adorable puppies. But the thing is that we already have 2 dogs in our house and we can't possibly take care of an extra of 3 more in our small house. So I hope that these puppies could be adopted to a nice and comfortable house. They are really active and adorable, they enjoy companies and really loves to have fun. They have super soft fur and did I mention that they are very cute. So please call or for more information",1,5062
2,2,266,0,3,2,6,7,1,1,2,1,2,1,5,0,41401,These little ones need a home.,3,5063
2,2,266,0,1,2,4,0,2,2,2,2,2,1,1,0,41326,"Very adorable, active and well behaved and trained ____________________________ We love ""Panda"" and now we have to let him go. Thanks for adopting it and please take care of it better than us. They deserve a happy home.",1,5065
2,53,266,0,2,7,0,0,3,1,1,1,1,1,3,0,41326,"She is very beautiful with blue eyes and healthy but sensitive. She is searching for an owner who spend time with her, pet her, talk to her kindly, love her a lot and let her feel that she is secured. She is totally indoor, toilet trained, very kind and a sensitive kitty. She is vaccinated, dewormed,microchiped and spayed.She loves food and likes to sleep under blankets for the whole day!",4,5066
1,120,152,0,1,1,2,0,2,1,1,1,1,1,1,0,41401,"Polo, min pin, but not the really toy min pin, adopted ten years ago from SPCA. Very fear dog, the protect the owner.",4,5067
1,2,307,0,3,2,3,4,3,1,3,3,2,1,5,0,41401,"Mix breed pups with labrador, sha pei, rottweiler breed. Mummy is very good natured. Great as guard dogs and also as loyal companions. If you can give them a loving home, please call or sms me if you cannot get me on the mobile. Mobile is Thank you for being a responsible owner.",4,5069
2,24,265,0,2,1,3,7,2,2,1,1,1,1,1,250,41327,"Name: Kiki Age: Almost 2-years old Gender: Female Color: Brownish black stripes Fur: Medium-long hair Litter-box trained, vaccinated and neutered. Suitable for cat lover who wants to have one/fewer cat(s) at home. COD in Penang island only. Price: RM (price is given based on the vaccine and neuter costs) SMS/WhatsApp Eni at if you're interested",4,5070
1,17,307,0,2,5,0,0,3,1,1,1,1,1,1,0,41327,"Daisy, a female dog, was found near my house during the mating season.8 dogs were after her. She is very loving and playfull. Clumsy and cute, for her size. Very submissive, will not growl at owner. Well behaved in the car and at the vet.",3,5072
1,2,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41327,This puppy is currently 2-3 months old and he is an adorable and bright boy. Hope to get him a loving owner,3,5073
2,3,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,"Aslan is a cute soft cat that love to explore the world. He is the first among his siblings to explore outside their nesting box. He love to play, jumps here and there. He can easily eats medicine. Aslan has been litter box trained and is not fussy about his meals. It is preferably if the adopter can:- - Make him an indoor only cat - Give good food ( non-colourful kibbles especially ) - Update me once in a while about him - Allow me to visit him once in a while - Will bring him for check ups - Will give him all the love in the world",4,5075
2,36,266,266,3,2,4,7,2,1,2,2,2,2,3,0,41326,"THESE CATS MUST BE MOVED BY SUNDAY 5 JUNE OR MPAJ WILL CONFISCATE THEM. PLEASE CALL PN ROBBIAH AT ***************************************** Pn Robbiah is a 58 year old retiree that feeds and cares for over 30 stray cats in her area. Quite a number of these cats have actually been dumped at her home. With her limited means, she does the best that she can for these unwanted strays. Many of them are sickly, and she takes them to the vet for treatment and looks after them as best as she can. However, recently a neighbour filed a complaint to MPAJ. Pn Robbiah has been given till Sunday 5 June to remove all the cats from her premises and surrounding area or they will be confiscated. Please call Pn Robbiah at if you can either foster or adopt any of these cats.",3,5076
1,1,307,0,2,5,0,0,2,2,2,2,2,1,1,0,41326,"She and her siblings were given birth by their mother dog who was a house dog of a pork seller in the market. Recently a relative of his has given him a Golden Retriever, he decided to dump their unspayed mother who is not a pedigree. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me or Michelle",1,5077
2,12,266,0,1,1,0,0,2,2,3,3,2,2,1,0,41401,"I found this lovely cat in Pandan Indah, KL. It seems he's just 1 year old. Very friendly towards human. Please take him to warm home. If you have any question, ask me anytime. Thank you.",4,5078
1,36,307,0,1,2,0,0,2,2,2,2,2,2,1,1,41326,"Kindly contact us if you interested to adopt this doggie. We willing to bear his deworm, body check up,vaccine fees. This stray dog is very pretty, cute ,located at seapark Pj are nearby our renting place. We think this dog may be feed by kind ppl however he still look very weak. We hope he can find a nice master take care of him.",4,5079
1,48,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,"Gender : Male. Estimated age : Approximately 4 years old. (as of ) Color : Brown and white. Neutered : Yes. Vaccinated : Yes. Characteristic : Very friendly. Will require a family with lots of love and patience with the willingness to spend time with him. Adoption fee : Up to the generosity of adopter. Fee will be used for the vet bills of our other rescues. We are looking for people to open their hearts and homes, to adopt him and give him a forever home he can count on. Please help us to SHARE to help us to find him a loving and forever home. Much appreciated.",4,5080
1,2,218,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,"Kiko has marvellously soft white fur with light brown patches. She is adorable and playful, and needs lots of love. Her sister Kimi with brown coat has already been adopted.",1,5081
1,4,200,307,2,2,0,0,1,1,3,3,3,1,1,0,41326,This poor doggy last few week my neighbour pick up from her office downstair. We guessed her real owner must have thrown her away because she got skin problem..but now her skin problem was treated and it's Okay already. My neighbour wanna give it away for adoption for FREE now because she live in an apartment and going out early & coming back very late from work. She doesn't have time to take care of her. So I wanna ask Help who wanna adopt of tis little cute doggy as a pet or maybe an extra pet at home???,2,5083
1,1,307,0,1,1,2,0,2,1,3,3,2,1,1,0,41326,I am lovely and smart.Looking for a forever home. If u are interested to gv me a home. Pls contact ,3,5084
2,12,266,0,2,1,6,7,2,1,1,1,2,1,3,0,41401,3 ABANDONED KITTENS IN NEED OF FOSTER HUMAN MAMA TO FEED EVERY 2-3 HOURS. WILL ACCEPT ONLY SERIOUS AND COMMITTED APPLICANTS WITH REFERENCE EXPERIENCE.,1,5085
1,2,141,20,2,2,0,0,1,1,1,1,2,1,1,0,41326,Simba is very loving. She is also very playful and loves to cuddle at night.,2,5087
1,3,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,She was dumped together with his 4 siblings in a market. Active and intelligent No tying or caging for long hour except for precautionary purposes Commitment to spay her is compulsory Serious adopter pls call.,2,5088
1,3,169,0,1,2,5,0,1,2,1,1,2,1,1,0,41345,-without mka cert -male -3 momths -owner will let go caused no time to take care of him. urgent...,2,5089
1,2,307,141,2,2,0,0,2,2,1,1,2,1,1,0,41326,"Same puppy as previous posting. This posting is to facilitate the adopter to be entitled for the starter pack, cos posting in a group only entitles one adopter.",0,5090
1,2,307,0,2,2,7,0,2,1,2,1,2,1,1,0,41326,"Trish and her two siblings were found in a street in Ara Damansara. Currently with a fosterer but needs an urgent home. She is white with very light golden brown stripes. Chubby and adorable. Vaccination and Spaying are compulsory, cost to be borne by adopter. Pls call if you can give them a good home.",2,5091
1,2,307,307,3,2,4,5,3,2,2,2,2,1,4,0,41326,"We have been feeding these puppies for few weeks. finally ask the pet shop for help to rescue and put in their pet shop wait for people to adopt . now the puppies available for viewing in pet shop name my pets haven in setia alam . if confirm want and setia alam is too far for you , we can deliver within klang valley . please please adopt these cute little puppies .give them a loving home . there are also Adult dog for adoption at my pets haven . Please come and take a look. 3 male (2 brown , 1 light milky colour) , 1 female (light milky colour) for more photos pls see at : strictly whatsapp only. DO NOT CALL. i will not pick stranger numbers . PET HAVEN ADDRESS : No. 12-1, Jalan Setia Prima, SU 13/S, Setia Alam, Shah Alam, Malaysia, Malaysia Phone:",2,5093
1,2,307,0,2,5,0,0,2,2,2,2,2,1,1,150,41326,"Active, healthy, confident pup looking for a loving home where it could call it ""home sweet home"". The RM fee is to subsidize for spaying the dog. If you are committed to caring for a dog for its' lifetime, I am sure it would be the best thing that can happen to your life as well. Alpha seem to be a confident dog. From the videos, you could see that size does not matter !!",3,5094
2,2,306,0,2,1,6,7,1,1,2,2,2,1,1,0,41401,"Active and naughty kitty. Loves to climb with that cute little ""socks""! Check out her other siblings in my profile (Smudge, Bwee, and Ackie). Please contact me at. Urgent adoption.",0,5095
2,3,304,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,Ibu kucing tumpang bersalin. Cause they don't have home so I want to let go this kitten. -Active and playful kitten -Easy to feed -Can get along with other cats Not sure his breed. Can come and visit to have a look. No adoption fees. Free delivery in Kelana Jaya area. Who are willing to take from owner house are most welcome. Serious cat lover only! SMS/Whatsapp,2,5097
2,1,265,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,"Approx one month male kitten. Very cute & lovable. Need to feed him milk but knows how to eat soft food. He is using the litter box. Very independent, active & playful. Loves to play the toys in the box by himself.",1,5098
1,10,39,159,2,1,7,0,2,2,1,1,1,1,1,0,41325,"Kayla is a beautiful girl, a mixture of Border Collie and Terrier. She is energetic on the field yet quite, calm and gentle. Kayla is gentle with children and adaptable to cats. She can sleep comfortably in her crate at night with her favourite soft blanket or with her human owner in bed (if invited...she's polite and waits before entering the home and waits outside if told to with ""outside""). She is a wonderful family dog though she does take a bit of time to get to know you. She may act shy till then. She eats food politely and can be hand fed with ease. Loves to be close to her humans.",3,5099
2,6,285,303,2,1,2,4,1,2,2,2,2,1,1,0,41401,"This is Fuzzy, she is the Daughter of Digit who kind of moved into our office house. Fuzzy is a quiet little girl who like to do her own thing and look pretty, it's the Persian in her. Since she is being homed here at my office we unfortunately can't keep her. We are look for a good home for her. Please note that she is an indoor kitten and has never been outdoors, so I would prefer that she be adopted by someone who can provide an indoor setting. I'm also willing to have her spayed at my expense if the adopter requests. Please contact either James (English only) or Justin (English & Malay) if your interested in adopting Fuzzy",1,5100
1,17,307,0,3,1,2,5,2,1,2,2,2,1,4,0,41326,"Hello, do you mind help me to share ? --------------------------------------------------- *This is your CHANCE to help them.* *CHANCE for them to live.* I just need to lend a small space in your house and I will provide cage if needed. - 2weeks old puppies needed a temporary place to stay as the current safe place is not so safe in the long term. If they can walk I believe they will run over by car. - I just need someone to help me keep them until they can get vaccination. (about 12weeks left). - The mama dog will be neuter asap after she finish feeding her pups and look for good owners that will never throw them away. - Help share at least if thats the best you can help. Location: SS15 Subang Jaya Hp number :",4,5101
2,2,254,266,2,1,2,7,2,1,2,1,2,1,1,0,41326,"Flower is a shy and gentle girl. She was found with her brother without a mama cat. Nursed by a rescued (temporary) mother cat, she is now able to eat dry food and wet food, also litter box trained. I hope you can adhere to below: 1. Must be spayed when old enough 2. Must vaccinate her annually 3. Must keep her strictly indoor only for her welfare 4. Must not be kept in cage for too long 5. Must attend to her health and medical need (if any in the future, she is now healthy) 6. To avoid feeding low grade cat food (even mid range is appreciated) 7. To update me once in a while with her condition with photos Please give her a home and love, she will love you back unconditionally.",1,5102
1,4,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41332,"I found this puppy alone outside of my house in Seremban recently. - Male - 4 months old - short hair, medium build I took him to the vets and he has been de-wormed, de-fleed and checked for all viruses. He needs to be vaccinated in the next two weeks which we are happy to do before we give him over. We would love to keep him but are unable to because we may be moving from Malaysia. This dog needs a home ASAP. He is playful, healthy and is already going to the toilet outside. Please contact via phone or email and I will get back to you.",4,5103
2,2,266,0,2,1,7,0,1,1,2,3,2,1,1,0,41326,A friend of mine found him wondering around my college alone.help me giving him a proper home with lots of love.anyone interested can contact me at. *whatsapp/wechat available,1,5104
2,4,266,0,3,1,6,7,1,1,2,2,2,1,3,0,41401,found under the car this morning. if no adoption within 2 weeks will be sent to spca,4,5105
2,1,299,0,2,1,3,7,2,1,2,1,2,1,1,0,41401,"I found this little girl in the carpark where I work. She was sitting under a car and as I passed she ran out after me meowing. I pet her for a little bit and as I kept walking, she followed closely crying. I took her to the vet and had her dewormed and is needing to start her vaccinations next week. She is less than a month old and very little. The photos I have posted actually make her look bigger than she is. She is incredibly loving, friendly and sweet. She is in desperate need of a home as the person I live with is allergic. I desperately don't want to take her to a shelter as she is so loving, she would be ideal in a home.",0,5106
1,84,179,0,1,1,0,0,1,2,1,1,1,1,1,0,41326,"Billy needs a new home as his current family is busy and has no time to look after him. Must be kept indoors and needs daily walks. He loves being with people. Knows how to sit, roll over, shake hand, play bang bang. Very active and will be good companion for those who loves the outdoor. Please call if you can give him a good home.",4,5107
